Assembly Accession	Organism Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50
GCA_017868835.1	Saccharomyces cerevisiae	12433231	Scaffold	2021-04-08	JAEDTC01	26375	51867
GCA_017868915.1	Saccharomyces cerevisiae	11679255	Scaffold	2021-04-08	JAEDTD01	69526	87736
GCA_017868925.1	Saccharomyces cerevisiae	11475307	Scaffold	2021-04-08	JAEDTB01	148686	149431
GCA_017868975.1	Saccharomyces cerevisiae	11432150	Scaffold	2021-04-08	JAEDTE01	179992	186894
GCA_017869095.1	Saccharomyces cerevisiae	11470895	Scaffold	2021-04-08	JAEDTG01	150671	150671
GCA_017869105.1	Saccharomyces cerevisiae	11426054	Scaffold	2021-04-08	JAEDTF01	143512	155233
GCA_017869165.1	Saccharomyces cerevisiae	11596567	Scaffold	2021-04-08	JAEDTH01	128730	150156
GCA_017869305.1	Saccharomyces cerevisiae	11550075	Scaffold	2021-04-08	JAEDTK01	86762	95395
GCA_017869315.1	Saccharomyces cerevisiae	12374194	Scaffold	2021-04-08	JAEDTJ01	29655	53527
GCA_017869325.1	Saccharomyces cerevisiae	11598689	Scaffold	2021-04-08	JAEDTI01	128733	150127
GCA_017869335.1	Saccharomyces cerevisiae	11601907	Scaffold	2021-04-08	JAEDTL01	95383	109599
GCA_017869405.1	Saccharomyces cerevisiae	11656414	Scaffold	2021-04-08	JAEDTM01	73501	81984
GCA_017869445.1	Saccharomyces cerevisiae	11566968	Scaffold	2021-04-08	JAEDTN01	106307	106307
GCA_017869495.1	Saccharomyces cerevisiae	11650944	Scaffold	2021-04-08	JAEDTO01	87967	93309
GCA_017869545.1	Saccharomyces cerevisiae	11481254	Scaffold	2021-04-08	JAEDTQ01	113621	117115
GCA_017869555.1	Saccharomyces cerevisiae	11727000	Scaffold	2021-04-08	JAEDTP01	50149	52374
GCA_017869615.1	Saccharomyces cerevisiae	11523901	Scaffold	2021-04-08	JAEDTS01	149140	150165
GCA_017869625.1	Saccharomyces cerevisiae	11313063	Scaffold	2021-04-08	JAEDTR01	110954	111933
GCA_017869635.1	Saccharomyces cerevisiae	11569482	Scaffold	2021-04-08	JAEDTT01	102513	104762
GCA_017869715.1	Saccharomyces cerevisiae	11501728	Scaffold	2021-04-08	JAEDTU01	75240	89469
GCA_017869735.1	Saccharomyces cerevisiae	11582911	Scaffold	2021-04-08	JAEDTW01	124566	126046
GCA_017869745.1	Saccharomyces cerevisiae	11511613	Scaffold	2021-04-08	JAEDTV01	81206	94696
GCA_017869765.1	Saccharomyces cerevisiae	11556615	Scaffold	2021-04-08	JAEDTX01	106345	106345
GCA_017869795.1	Saccharomyces cerevisiae	11508698	Scaffold	2021-04-08	JAEDTY01	135998	152705
GCA_017869965.1	Saccharomyces cerevisiae	11914822	Scaffold	2021-04-08	JAEDTZ01	63258	79967
GCA_017869985.1	Saccharomyces cerevisiae	11920919	Scaffold	2021-04-08	JAEDUA01	60506	78472
GCA_017870085.1	Saccharomyces cerevisiae	11913850	Scaffold	2021-04-08	JAEDUB01	61350	81998
GCA_017870115.1	Saccharomyces cerevisiae	11597635	Scaffold	2021-04-08	JAEDUD01	95436	109702
GCA_017870125.1	Saccharomyces cerevisiae	11574501	Scaffold	2021-04-08	JAEDUC01	93701	121983
GCA_017870425.1	Saccharomyces cerevisiae	11575380	Scaffold	2021-04-08	JAEDUE01	101881	107572
GCA_017870435.1	Saccharomyces cerevisiae	11784346	Scaffold	2021-04-08	JAEDUF01	71065	82186
GCA_017870445.1	Saccharomyces cerevisiae	11837260	Scaffold	2021-04-08	JAEDUG01	42805	60298
GCA_017870455.1	Saccharomyces cerevisiae	11709183	Scaffold	2021-04-08	JAEDUH01	59161	77820
GCA_017870595.1	Saccharomyces cerevisiae	11666814	Scaffold	2021-04-08	JAEDUI01	80422	85768
GCA_017870715.1	Saccharomyces cerevisiae	11795075	Scaffold	2021-04-08	JAEDUJ01	67051	81450
GCA_017870815.1	Saccharomyces cerevisiae	11814928	Scaffold	2021-04-08	JAEDUK01	42988	60291
GCA_017870925.1	Saccharomyces cerevisiae	11835492	Scaffold	2021-04-08	JAEDUL01	71465	89166
GCA_017870945.1	Saccharomyces cerevisiae	11469178	Scaffold	2021-04-08	JAEDUM01	161112	161889
GCA_017870955.1	Saccharomyces cerevisiae	11722385	Scaffold	2021-04-08	JAEDUO01	72583	86591
GCA_017871015.1	Saccharomyces cerevisiae	11824215	Scaffold	2021-04-08	JAEIFE01	60807	69991
GCA_017871025.1	Saccharomyces cerevisiae	11878482	Scaffold	2021-04-08	JAEIFF01	69838	82553
GCA_017871065.1	Saccharomyces cerevisiae	11918352	Scaffold	2021-04-08	JAEDUN01	49546	66394
GCA_017871085.1	Saccharomyces cerevisiae	11772474	Scaffold	2021-04-08	JAEDUP01	58772	78872
GCA_018219195.1	Saccharomyces cerevisiae	12329902	Complete Genome	2021-04-30		910133	910133
GCA_018831675.1	Saccharomyces cerevisiae	11793347	Contig	2021-06-10	JADIFZ01	766739	
GCA_019155645.1	Saccharomyces cerevisiae	11810151	Contig	2021-07-07	JAGEKC01	743136	
GCA_019155725.1	Saccharomyces cerevisiae	12500644	Contig	2021-07-07	JAGEKD01	875578	
GCA_019393555.1	Saccharomyces cerevisiae	11476754	Contig	2021-07-29	PCDS01	83514	
GCA_019393615.1	Saccharomyces cerevisiae	11299508	Contig	2021-07-29	PCDU01	78715	
GCA_019393625.1	Saccharomyces cerevisiae	11309419	Contig	2021-07-29	PCDT01	81888	
GCA_019393785.1	Saccharomyces cerevisiae	11362019	Contig	2021-07-29	PCDV01	81831	
GCA_019393865.1	Saccharomyces cerevisiae	11326056	Contig	2021-07-29	PCDX01	77614	
GCA_019393935.1	Saccharomyces cerevisiae	11392128	Contig	2021-07-29	PCDY01	82700	
GCA_019393945.1	Saccharomyces cerevisiae	11418705	Contig	2021-07-29	PCDZ01	77587	
GCA_019393955.1	Saccharomyces cerevisiae	11331570	Contig	2021-07-29	PCDW01	67242	
GCA_019393975.1	Saccharomyces cerevisiae	11349012	Contig	2021-07-29	PCEA01	74684	
GCA_019394065.1	Saccharomyces cerevisiae	11044213	Contig	2021-07-29	PCEB01	26540	
GCA_019394075.1	Saccharomyces cerevisiae	11276781	Contig	2021-07-29	PCED01	61654	
GCA_019394085.1	Saccharomyces cerevisiae	11292886	Contig	2021-07-29	PCEE01	72211	
GCA_019394095.1	Saccharomyces cerevisiae	11406372	Contig	2021-07-29	PCEC01	90645	
GCA_019394105.1	Saccharomyces cerevisiae	11345862	Contig	2021-07-29	PCEF01	89839	
GCA_019394265.1	Saccharomyces cerevisiae	11317117	Contig	2021-07-29	PCEH01	68148	
GCA_019394275.1	Saccharomyces cerevisiae	11422020	Contig	2021-07-29	PCEI01	105564	
GCA_019394305.1	Saccharomyces cerevisiae	11386724	Contig	2021-07-29	PCEG01	68218	
GCA_019394315.1	Saccharomyces cerevisiae	11322060	Contig	2021-07-29	PCEK01	84678	
GCA_019394325.1	Saccharomyces cerevisiae	11410633	Contig	2021-07-29	PCEJ01	114270	
GCA_019394485.1	Saccharomyces cerevisiae	11048280	Contig	2021-07-29	PCEM01	33677	
GCA_019394495.1	Saccharomyces cerevisiae	11154056	Contig	2021-07-29	PCEL01	36065	
GCA_019394525.1	Saccharomyces cerevisiae	11331610	Contig	2021-07-29	PCEO01	79056	
GCA_019394535.1	Saccharomyces cerevisiae	10923247	Contig	2021-07-29	PCEN01	23562	
GCA_019394585.1	Saccharomyces cerevisiae	11411178	Contig	2021-07-29	PCEP01	87142	
GCA_019394645.1	Saccharomyces cerevisiae	11319750	Contig	2021-07-29	PCER01	68190	
GCA_019394655.1	Saccharomyces cerevisiae	11304957	Contig	2021-07-29	PCES01	70062	
GCA_019394665.1	Saccharomyces cerevisiae	11289370	Contig	2021-07-29	PCEQ01	68087	
GCA_019394675.1	Saccharomyces cerevisiae	11356489	Contig	2021-07-29	PCET01	80382	
GCA_019394725.1	Saccharomyces cerevisiae	10939240	Contig	2021-07-29	PCEU01	26999	
GCA_019394775.1	Saccharomyces cerevisiae	11295577	Contig	2021-07-29	PCEV01	83712	
GCA_019394785.1	Saccharomyces cerevisiae	11306133	Contig	2021-07-29	PCEY01	71128	
GCA_019394805.1	Saccharomyces cerevisiae	11483661	Contig	2021-07-29	PCEX01	106220	
GCA_019394815.1	Saccharomyces cerevisiae	11310068	Contig	2021-07-29	PCEW01	79502	
GCA_019394885.1	Saccharomyces cerevisiae	11448610	Contig	2021-07-29	PCEZ01	101932	
GCA_019394895.1	Saccharomyces cerevisiae	11216546	Contig	2021-07-29	PCFA01	38694	
GCA_019394915.1	Saccharomyces cerevisiae	11455523	Contig	2021-07-29	PCDR01	91199	
GCA_021172205.1	Saccharomyces cerevisiae	12389449	Complete Genome	2021-12-13		945508	945508
GCA_021172235.1	Saccharomyces cerevisiae	12273809	Chromosome	2021-12-13		787505	917023
GCA_022695675.1	Saccharomyces cerevisiae	12048051	Chromosome	2022-03-24		738011	890045
GCA_022695695.1	Saccharomyces cerevisiae	11923471	Chromosome	2022-03-24		772387	926049
GCA_022695715.1	Saccharomyces cerevisiae	11790283	Chromosome	2022-03-24		765052	902510
GCA_022695735.1	Saccharomyces cerevisiae	11891243	Complete Genome	2022-03-24		802276	802276
GCA_022837015.1	Saccharomyces cerevisiae	11827235	Chromosome	2022-04-08	JALDNA01	619134	619134
GCA_023065715.1	Saccharomyces cerevisiae	11809317	Chromosome	2022-04-22	JALCYN01	793577	815244
GCA_023373815.1	Saccharomyces cerevisiae	11865561	Contig	2022-05-16	JAJUKL01	817556	
GCA_023375095.1	Saccharomyces cerevisiae	8313543	Contig	2022-05-16	JAMCCV01	110047	
GCA_023508825.1	Saccharomyces cerevisiae	12047420	Complete Genome	2022-05-03		938153	938153
GCA_023629095.1	Saccharomyces cerevisiae	11807976	Scaffold	2022-06-01	JAMAJK01	49853	124949
GCA_024267735.1	Saccharomyces cerevisiae	12670486	Contig	2022-07-14	JAMQBC01	930400	
GCA_024267745.1	Saccharomyces cerevisiae	12638189	Scaffold	2022-07-14	JAMQBB01	784015	930165
GCA_024267755.1	Saccharomyces cerevisiae	12831100	Scaffold	2022-07-14	JAMQAZ01	620601	781298
GCA_024267765.1	Saccharomyces cerevisiae	12412872	Contig	2022-07-14	JAMQBA01	652041	
GCA_024267775.1	Saccharomyces cerevisiae	12176001	Contig	2022-07-14	JAMQBD01	755646	
GCA_024267825.1	Saccharomyces cerevisiae	10919322	Contig	2022-07-14	JAMQBE01	260599	
GCA_024267845.1	Saccharomyces cerevisiae	12940304	Scaffold	2022-07-14	JAMQBF01	787419	787419
GCA_024267865.1	Saccharomyces cerevisiae	12468662	Scaffold	2022-07-14	JAMQBG01	678360	783518
GCA_024732265.1	Saccharomyces cerevisiae	11781016	Complete Genome	2022-08-22		909758	909758
GCA_024972935.1	Saccharomyces cerevisiae	12070222	Chromosome	2022-09-06		924372	924372
GCA_024972955.1	Saccharomyces cerevisiae	12070319	Chromosome	2022-09-06		924374	924374
GCA_900099155.1	Saccharomyces cerevisiae	11423959	Scaffold	2018-06-30	UESX01	34769	99576
GCA_900099165.1	Saccharomyces cerevisiae	11377591	Scaffold	2017-02-08	FUGP01	37781	101204
GCA_900099195.1	Saccharomyces cerevisiae	11597758	Scaffold	2017-02-08	FUGU01	47773	96424
GCA_900099225.1	Saccharomyces cerevisiae	11561149	Scaffold	2017-02-08	FUGO01	75208	174830
GCA_900099235.1	Saccharomyces cerevisiae	11451369	Scaffold	2018-06-30	UESY01	33190	120490
GCA_900099255.1	Saccharomyces cerevisiae	11326697	Scaffold	2017-02-08	FUGL01	28477	87487
GCA_900099265.1	Saccharomyces cerevisiae	11390279	Scaffold	2017-02-08	FUGI01	26576	77771
GCA_900099275.1	Saccharomyces cerevisiae	11507064	Scaffold	2017-02-08	FUGT01	61381	120394
GCA_900099285.1	Saccharomyces cerevisiae	11453150	Scaffold	2017-02-08	FUGN01	59574	106936
GCA_900099305.1	Saccharomyces cerevisiae	11528256	Scaffold	2017-02-08	FUGQ01	43979	117654
GCA_900099345.1	Saccharomyces cerevisiae	11543514	Scaffold	2017-02-08	FUGK01	29979	95725
GCA_900099355.1	Saccharomyces cerevisiae	11567798	Scaffold	2017-02-08	FUGS01	49078	112578
GCA_900099375.1	Saccharomyces cerevisiae	11417167	Scaffold	2017-02-08	FUGJ01	39834	108276
GCA_900099395.1	Saccharomyces cerevisiae	11750911	Scaffold	2017-02-08	FUGV01	51386	111311
GCA_900099425.1	Saccharomyces cerevisiae	11540941	Scaffold	2017-02-08	FUGR01	43718	117477
GCA_900099445.1	Saccharomyces cerevisiae	11510863	Scaffold	2017-02-08	FUGM01	65759	112542
GCA_900177835.1	Saccharomyces cerevisiae	12629710	Scaffold	2017-04-25	FXDX01	4043	8091
GCA_900177845.1	Saccharomyces cerevisiae	11604234	Scaffold	2017-04-25	FXDP01	10387	15421
GCA_900177855.1	Saccharomyces cerevisiae	11610080	Scaffold	2017-04-25	FXDR01	5437	8429
GCA_900177865.1	Saccharomyces cerevisiae	13166602	Scaffold	2017-04-25	FXDV01	7326	8699
GCA_900177875.1	Saccharomyces cerevisiae	12698172	Scaffold	2017-04-25	FXEC01	2197	2628
GCA_900177885.1	Saccharomyces cerevisiae	13094546	Scaffold	2017-04-27	FXLI01	4385	9103
GCA_900177905.1	Saccharomyces cerevisiae	11751231	Scaffold	2017-04-25	FXEF01	7818	11559
GCA_900177915.1	Saccharomyces cerevisiae	12504838	Scaffold	2017-04-25	FXDT01	17867	30145
GCA_900177925.1	Saccharomyces cerevisiae	12046303	Scaffold	2017-04-25	FXEE01	4401	10741
GCA_900177935.1	Saccharomyces cerevisiae	11642650	Scaffold	2017-04-25	FXDM01	11904	19985
GCA_900177945.1	Saccharomyces cerevisiae	12874792	Scaffold	2017-04-26	FXEB01	1233	1794
GCA_900177955.1	Saccharomyces cerevisiae	9311869	Scaffold	2017-04-25	FXEA01	549	621
GCA_900177965.1	Saccharomyces cerevisiae	14625866	Scaffold	2017-04-26	FXDZ01	3210	13740
GCA_900177975.1	Saccharomyces cerevisiae	12875875	Scaffold	2017-04-25	FXDU01	12368	20712
GCA_900177985.1	Saccharomyces cerevisiae	11515417	Scaffold	2017-04-25	FXDO01	8652	16131
GCA_900177995.1	Saccharomyces cerevisiae	11584921	Scaffold	2017-04-25	FXDQ01	13101	22619
GCA_900178015.1	Saccharomyces cerevisiae	11718470	Scaffold	2017-04-25	FXDL01	15287	29361
GCA_900178025.1	Saccharomyces cerevisiae	12699436	Scaffold	2017-04-25	FXDW01	5617	9520
GCA_900178035.1	Saccharomyces cerevisiae	13853465	Scaffold	2017-04-25	FXDY01	12237	21292
GCA_900178045.1	Saccharomyces cerevisiae	11513936	Scaffold	2017-04-25	FXDN01	17058	28621
GCA_900178055.1	Saccharomyces cerevisiae	2553819	Scaffold	2017-04-25	FXED01	5235	10927
GCA_900178065.1	Saccharomyces cerevisiae	11569095	Scaffold	2017-04-27	FXLH01	19496	34424
GCA_900178075.1	Saccharomyces cerevisiae	12545896	Scaffold	2017-04-25	FXDS01	11233	18766
GCA_900178105.1	Saccharomyces cerevisiae	11613636	Scaffold	2017-04-21	FXBW01	157145	169172
GCA_900178115.1	Saccharomyces cerevisiae	3993916	Scaffold	2017-04-21	FXBU01	100664	100664
GCA_900178125.1	Saccharomyces cerevisiae	12067595	Scaffold	2017-04-21	FXCN01	104650	117931
GCA_900178135.1	Saccharomyces cerevisiae	11783915	Scaffold	2017-04-21	FXCX01	76282	119153
GCA_900178145.1	Saccharomyces cerevisiae	12267831	Scaffold	2017-04-22	FXDG01	79678	114236
GCA_900178155.1	Saccharomyces cerevisiae	11857839	Scaffold	2017-04-21	FXCJ01	137235	150606
GCA_900178165.1	Saccharomyces cerevisiae	11875116	Scaffold	2017-04-21	FXCM01	114405	149211
GCA_900178175.1	Saccharomyces cerevisiae	11970001	Scaffold	2017-04-21	FXCT01	73203	78410
GCA_900178185.1	Saccharomyces cerevisiae	12879491	Scaffold	2017-04-22	FXCZ01	37509	41956
GCA_900178195.1	Saccharomyces cerevisiae	12498113	Scaffold	2017-04-22	FXCU01	217506	237630
GCA_900178205.1	Saccharomyces cerevisiae	11742880	Scaffold	2017-04-21	FXCF01	115171	122520
GCA_900178215.1	Saccharomyces cerevisiae	11703810	Scaffold	2017-04-21	FXDA01	130085	199752
GCA_900178225.1	Saccharomyces cerevisiae	11761021	Scaffold	2017-04-21	FXCH01	150132	211490
GCA_900178235.1	Saccharomyces cerevisiae	11516976	Scaffold	2017-04-21	FXCR01	89964	140021
GCA_900178245.1	Saccharomyces cerevisiae	11808444	Scaffold	2017-04-21	FXCI01	112572	172340
GCA_900178255.1	Saccharomyces cerevisiae	11916863	Scaffold	2017-04-21	FXCS01	87711	113574
GCA_900178265.1	Saccharomyces cerevisiae	12565824	Scaffold	2017-04-22	FXCW01	122935	195268
GCA_900178275.1	Saccharomyces cerevisiae	11635053	Scaffold	2017-04-21	FXCD01	152892	199314
GCA_900178285.1	Saccharomyces cerevisiae	11764749	Scaffold	2017-04-21	FXBY01	105790	153920
GCA_900178295.1	Saccharomyces cerevisiae	12105808	Scaffold	2017-04-21	FXCY01	152899	265603
GCA_900178305.1	Saccharomyces cerevisiae	12557627	Scaffold	2017-04-22	FXDC01	187475	206750
GCA_900178315.1	Saccharomyces cerevisiae	12341154	Scaffold	2017-04-21	FXCQ01	154227	194526
GCA_900178325.1	Saccharomyces cerevisiae	11765677	Scaffold	2017-04-21	FXCL01	151027	230646
GCA_900178335.1	Saccharomyces cerevisiae	11804229	Scaffold	2017-04-21	FXCE01	151847	251839
GCA_900178345.1	Saccharomyces cerevisiae	11728538	Scaffold	2017-04-21	FXCC01	187394	295999
GCA_900178355.1	Saccharomyces cerevisiae	11760436	Scaffold	2017-04-21	FXCB01	107429	164190
GCA_900178365.1	Saccharomyces cerevisiae	12671704	Scaffold	2017-04-22	FXDI01	67721	74732
GCA_900178375.1	Saccharomyces cerevisiae	11721412	Scaffold	2017-04-21	FXDF01	164455	209750
GCA_900178385.1	Saccharomyces cerevisiae	11758293	Scaffold	2017-04-21	FXBV01	118703	198659
GCA_900178395.1	Saccharomyces cerevisiae	12002900	Scaffold	2017-04-21	FXDB01	114413	161349
GCA_900178405.1	Saccharomyces cerevisiae	11795039	Scaffold	2017-04-21	FXBX01	43057	238603
GCA_900178415.1	Saccharomyces cerevisiae	11574455	Scaffold	2017-04-21	FXBZ01	80764	116554
GCA_900178425.1	Saccharomyces cerevisiae	12162484	Scaffold	2017-04-24	FXDD01	61793	65422
GCA_900178435.1	Saccharomyces cerevisiae	12067109	Scaffold	2017-04-21	FXDH01	56558	59405
GCA_900178445.1	Saccharomyces cerevisiae	11627617	Scaffold	2017-04-21	FXCA01	162427	253484
GCA_900178455.1	Saccharomyces cerevisiae	12571070	Scaffold	2017-04-22	FXCV01	139005	166127
GCA_900178465.1	Saccharomyces cerevisiae	12039202	Scaffold	2017-04-21	FXDE01	124107	179851
GCA_900178475.1	Saccharomyces cerevisiae	11708619	Scaffold	2017-04-21	FXCK01	139401	199774
GCA_900178485.1	Saccharomyces cerevisiae	11819375	Scaffold	2017-04-21	FXCO01	81134	81315
GCA_900178495.1	Saccharomyces cerevisiae	11708083	Scaffold	2017-04-21	FXCP01	115540	161620
GCA_900178505.1	Saccharomyces cerevisiae	11818894	Scaffold	2017-04-21	FXCG01	163287	176801
GCA_902192245.1	Saccharomyces cerevisiae	12456954	Contig	2019-07-31	CABIJV01	719837	
GCA_902192255.1	Saccharomyces cerevisiae	12421867	Contig	2019-07-31	CABIJY01	800480	
GCA_902192265.1	Saccharomyces cerevisiae	12120896	Contig	2019-07-31	CABIJZ01	918997	
GCA_902192275.1	Saccharomyces cerevisiae	12289831	Contig	2019-07-31	CABIJW01	802777	
GCA_902192285.1	Saccharomyces cerevisiae	12286002	Contig	2019-07-31	CABIKB01	816797	
GCA_902192295.1	Saccharomyces cerevisiae	12358191	Contig	2019-07-31	CABIJU01	813136	
GCA_902192305.1	Saccharomyces cerevisiae	12720482	Contig	2019-07-31	CABIJX01	813853	
GCA_902192315.1	Saccharomyces cerevisiae	12148981	Contig	2019-07-31	CABIKC01	797958	
GCA_902192325.1	Saccharomyces cerevisiae	12176864	Contig	2019-07-31	CABIKA01	808506	
GCA_902192335.1	Saccharomyces cerevisiae	12039431	Contig	2019-07-31	CABIJT01	802384	
GCA_903819125.2	Saccharomyces cerevisiae	11820137	Chromosome	2020-11-16		913524	913524
GCA_903819135.2	Saccharomyces cerevisiae	11791742	Chromosome	2020-11-16		916013	916013
GCA_903819145.2	Saccharomyces cerevisiae	11888108	Chromosome	2020-11-16		918555	918555
GCA_903819155.2	Saccharomyces cerevisiae	11702338	Chromosome	2020-11-16		895159	895159
GCA_903819175.2	Saccharomyces cerevisiae	11918758	Chromosome	2020-11-16		928563	928563
GCA_903819185.2	Saccharomyces cerevisiae	11692380	Chromosome	2020-11-16		902407	902407
GCA_903819195.2	Saccharomyces cerevisiae	11654158	Chromosome	2020-11-16		894632	894632
GCA_903819205.2	Saccharomyces cerevisiae	11803938	Chromosome	2020-11-16		897577	897577
GCA_932563355.1	Saccharomyces cerevisiae	12165276	Contig	2022-03-23	CAKOBR01	779320	
GCA_000182175.1	Saccharomyces cerevisiae AWRI1631	11176855	Contig	2008-09-30	ABSV01	7704	
GCA_000190195.1	Saccharomyces cerevisiae AWRI796	11741670	Chromosome	2011-02-23	ADVS01	403341	565854
GCA_000192455.1	Saccharomyces cerevisiae CBS 7960	12907892	Scaffold	2011-03-18	AEWL01	18761	65099
GCA_000269885.1	Saccharomyces cerevisiae CEN.PK113-7D	11999059	Chromosome	2012-06-19	AEHG01	48196	918791
GCA_000192555.1	Saccharomyces cerevisiae CLIB215	12438488	Scaffold	2011-03-18	AEWP01	16813	47217
GCA_000192495.1	Saccharomyces cerevisiae CLIB324	13436208	Scaffold	2011-03-18	AEWM01	4260	24472
GCA_000209345.1	Saccharomyces cerevisiae CLIB382	10255887	Scaffold	2011-04-26	AFDG01	840	2711
GCA_000218975.1	Saccharomyces cerevisiae EC1118	11659512	Contig	2010-03-10		657733	
GCA_000234495.1	Saccharomyces cerevisiae EC9-8	12299848	Scaffold	2011-11-07	AGSJ01	15539	541605
GCA_000192535.1	Saccharomyces cerevisiae FL100	12415388	Scaffold	2011-03-18	AEWO01	4244	26506
GCA_000190255.1	Saccharomyces cerevisiae FostersB	11514552	Chromosome	2011-02-25	AEHH01	204208	626897
GCA_000326005.1	Saccharomyces cerevisiae FostersO	11684932	Contig	2011-02-11	AEEZ01	195316	
GCA_011393195.1	Saccharomyces cerevisiae I14	11813259	Scaffold	2020-03-18	AFZT01	56919	432645
GCA_013368685.1	Saccharomyces cerevisiae IL-01	11596832	Scaffold	2020-06-23	AFZO01	2378	14860
GCA_000508825.2	Saccharomyces cerevisiae IR-2	11464794	Scaffold	2013-12-17	BAUI01	76451	513418
GCA_000182315.2	Saccharomyces cerevisiae JAY291	11460779	Scaffold	2012-05-25	ACFL01	64336	64336
GCA_000260735.1	Saccharomyces cerevisiae Kyokai no. 7	12389166	Scaffold	2011-10-04	BABQ01	120978	902266
GCA_001611835.1	Saccharomyces cerevisiae Lalvin L2056	13854308	Contig	2016-04-06	AHZG01	6190	
GCA_000325965.1	Saccharomyces cerevisiae Lalvin QA23	11804088	Scaffold	2011-02-11	ADVV01	182942	182942
GCA_000182075.2	Saccharomyces cerevisiae M22	11897761	Scaffold	2020-03-16	ABPC02	8502	347564
GCA_000365045.1	Saccharomyces cerevisiae M3707	11509707	Scaffold	2013-04-17	AMQB01	291573	683473
GCA_000365065.1	Saccharomyces cerevisiae M3836	11532651	Scaffold	2013-04-17	AMQC01	259428	573220
GCA_000365085.1	Saccharomyces cerevisiae M3837	11530290	Scaffold	2013-04-17	AMQD01	231369	684280
GCA_000365105.1	Saccharomyces cerevisiae M3838	11571570	Scaffold	2013-04-17	AMQE01	355957	683967
GCA_000365125.1	Saccharomyces cerevisiae M3839	11550170	Scaffold	2013-04-17	AMQF01	231486	683355
GCA_000756245.1	Saccharomyces cerevisiae M5	11104164	Contig	2014-09-18	JPXA01	2224	
GCA_000723645.1	Saccharomyces cerevisiae N85	11905256	Contig	2014-06-04	CBYJ01	276350	
GCA_000508805.2	Saccharomyces cerevisiae NAM34-4C	11563513	Scaffold	2013-12-17	BAUH01	134202	406550
GCA_013368665.1	Saccharomyces cerevisiae NC-02	10773514	Scaffold	2020-06-23	AFZN01	1165	11958
GCA_001282415.1	Saccharomyces cerevisiae NRRL Y-12632	11408724	Scaffold	2015-09-14	LJDH01	15178	104818
GCA_000416405.1	Saccharomyces cerevisiae NY1308	11514196	Contig	2013-06-28	ASJZ01	546517	
GCA_000568295.1	Saccharomyces cerevisiae P283	11405349	Chromosome	2014-02-18	AOJC01	28611	509916
GCA_000568055.1	Saccharomyces cerevisiae P301	11487077	Chromosome	2014-02-26	APIQ01	19762	548808
